Name,Hash,Id,Tag,Rarity,Tier,Type,Source,Category,Element,Ammo,Power,Archetype,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Holofoil,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Persistence,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Ammo Generation,Heat Generated,Cooling Efficiency,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18,Perks 19
Phoneutria Fera,3496887154,"""6917530147109690168""",archive,Legendary,5,Hand Cannon,events,Energy,Solar,primary,460,Spread Shot,Handling,2,Vault,true,false,false,8,27,,93,65,96,57,12,0,0,0,46,100,36,9,37,0,0,0,0,0,0,0,0,23,56,0,0,false,0,0,hakke,,,Spread Shot*,Arrowhead Brake,Hammer-Forged Rifling*,Tactical Mag*,Flared Magwell,Barrel Constrictor,Threat Remover,Slideshot*,One-Two Punch,Swashbuckler*,Binary Orbit,Tenacity*,Häkke Breach Armaments,Kill Tracker,Enhanced Range*,Tier 2: Handling*,Achronal Phoneutria Fera*,Sparks Everlasting*,,
Phoneutria Fera,3496887154,"""6917530147111442956""",archive,Legendary,5,Hand Cannon,events,Energy,Solar,primary,461,Spread Shot,Stability,1,Vault,true,false,false,8,27,,93,65,96,31,12,0,0,0,63,100,25,8,51,0,0,0,0,0,0,0,0,30,56,0,0,false,0,0,hakke,,,Spread Shot*,Fluted Barrel*,Polygonal Rifling,Steady Rounds*,Flared Magwell,Barrel Constrictor,Threat Detector*,Transcendent Moment,One-Two Punch*,Surrounded,Frenzy,Tenacity*,Häkke Breach Armaments,Kill Tracker,Tier 1: Stability*,Achronal Phoneutria Fera*,Sparks Everlasting*,,,
Planck's Stride,820890091,"""6917529938106400556""",keep,Legendary,0,Machine Gun,seasonpass,Power,Arc,heavy,10,Rapid-Fire Frame,,,Vault,false,false,false,5,18,,56,63,25,21,16,0,0,0,58,900,57,75,47,0,0,0,0,0,0,0,0,16,36,0,0,crafted,1,0,,,,Rapid-Fire Frame*,Polygonal Rifling*,Steady Rounds*,Perpetual Motion*,Eye of the Storm*,Right Hook*,Kill Tracker,,,,,,,,,,,,,
Point of the Stag,888872889,"""6917530006778372006""",archive,Legendary,0,Combat Bow,,Energy,Arc,primary,10,Precision Frame,Handling,1,Vault,true,false,false,6,22,,77,72,76,0,18,0,0,0,40,0,50,0,77,0,633,63,0,0,0,0,0,10,53,0,0,false,0,0,cassoid,,,Precision Frame*,Flexible String*,Polymer String,Compact Arrow Shaft*,Fiberglass Arrow Shaft,Archer's Tempo*,Dragonfly*,Skulking Wolf*,Wild Card,Kill Tracker,Tier 1: Handling*,,,,,,,,,
Polaris Lance,3413074534,"""6917529776342506528""",keep,Exotic,0,Scout Rifle,,Energy,Solar,primary,492,The Perfect Fifth,,10,Warlock(433),true,true,false,1,3,,97,39,67,77,21,0,0,0,72,150,43,14,24,0,0,0,0,0,0,0,0,27,55,0,0,false,0,4474,,"00002:Beta,Crucible",,The Perfect Fifth*,Smallbore*,Tactical Mag*,Zen Moment*,Fitted Stock*,Kill Tracker,Polaris Lance Catalyst*,The Bray Legacy*,,,,,,,,,,,,
Praedyth's Revenge,3653573172,"""6917529861349917915""",archive,Legendary,0,Sniper Rifle,vaultofglass,KineticSlot,Kinetic,special,10,Rapid-Fire Frame,Handling,10,Vault,true,false,false,4,14,,55,83,55,54,49,0,0,0,40,140,63,6,80,0,0,0,0,0,0,0,0,2,60,0,0,false,0,3,,,,Rapid-Fire Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Accurized Rounds*,Tactical Mag,Moving Target*,Kill Clip*,Kill Tracker,Targeting Adjuster*,Masterworked: Handling*,,,,,,,,,,
Praxic Blade,3049715579,"""6917530183836495019""",,Exotic,0,Sword,renegades,KineticSlot,Kinetic,special,495,Ranged Weapon,,,Vault,true,false,false,8,28,,0,0,82,0,0,0,0,0,0,0,0,58,0,0,0,0,70,40,40,80,0,0,0,0,0,false,0,54,,,,Ranged Weapon*,Balanced Tang*,Balanced Grip*,Cormorant Reversal*,Kill Tracker,Cormorant Combo*,Dark Matter Crystal: Green*,,,,,,,,,,,,,
Pre Astyanax IV,471764396,"""6917530143015727982""",archive,Legendary,4,Combat Bow,pinnacleops,Energy,Solar,primary,406,Precision Frame,Accuracy,5,Vault,true,false,false,8,27,,69,69,76,0,18,0,0,0,51,0,40,0,66,0,667,76,0,0,0,0,0,17,53,0,0,false,0,0,cassoid,,,Precision Frame*,Agile Bowstring*,Elastic String,Helical Fletching*,Natural Fletching,Incandescent*,Transcendent Moment,Burning Ambition*,Explosive Head,Problem Solver,Vanguard Determination,Wild Card*,Kill Tracker,Tier 5: Target Acquisition*,,,,,,
Pre Astyanax IV,471764396,"""6917530143741414951""",archive,Legendary,4,Combat Bow,pinnacleops,Energy,Solar,primary,407,Precision Frame,Handling,1,Vault,true,false,false,8,27,,69,69,76,0,18,0,0,0,41,0,40,0,67,0,667,86,0,0,0,0,0,17,53,0,0,false,0,0,cassoid,,,Precision Frame*,Agile Bowstring*,Flexible String,Fiberglass Arrow Shaft*,Natural Fletching,Successful Warm-Up*,Incandescent,Explosive Head*,Elemental Honing,Problem Solver*,Vanguard Determination,Wild Card,Kill Tracker,Tier 1: Handling*,,,,,,
Pre Astyanax IV,471764396,"""6917530143764936954""",archive,Legendary,3,Combat Bow,pinnacleops,Energy,Solar,primary,407,Precision Frame,Accuracy,3,Vault,true,false,false,8,27,,69,69,76,0,18,0,0,0,50,0,40,0,55,0,600,58,0,0,0,0,0,17,53,0,0,false,0,0,cassoid,,,Precision Frame*,Elastic String*,Flexible String,Carbon Arrow Shaft*,Compact Arrow Shaft,Firefly*,Successful Warm-Up,Elemental Honing*,High Ground,Problem Solver*,Vanguard Determination,Wild Card,Kill Tracker,Tier 3: Target Acquisition*,,,,,,
Precipial,367772693,"""6917530142335519813""",archive,Legendary,5,Shotgun,kepler,Energy,Void,special,300,Precision Frame,Handling,10,Vault,true,false,false,8,27,,75,70,70,91,12,0,0,0,57,65,45,6,42,0,0,0,0,0,0,0,0,4,45,0,0,false,0,4,,,,Precision Frame*,Rifled Barrel*,Smallbore,Appended Mag*,Extended Mag,Moving Target,Repulsor Brace,Threat Detector*,Slideshot,Opening Shot*,Vorpal Weapon,Exhaustive Research*,Kill Tracker,Ballistics*,Masterworked: Handling*,Primer*,Achronal Precipial*,Sparks Everlasting*,,
Precipial,367772693,"""6917530142341995029""",archive,Legendary,5,Shotgun,kepler,Energy,Void,special,300,Precision Frame,Handling,1,Vault,true,false,false,8,27,,75,70,70,85,12,0,0,0,51,65,49,6,42,0,0,0,0,0,0,0,0,4,45,0,0,false,0,0,,,,Precision Frame*,Smoothbore*,Corkscrew Rifling,Tactical Mag*,Extended Mag,Repulsor Brace,Threat Detector*,Proximity Power,Slideshot*,Vorpal Weapon,Binary Orbit,Exhaustive Research*,Kill Tracker,Tier 1: Handling*,Achronal Precipial*,Sparks Everlasting*,,,,
Prodigal Return,268260373,"""6917529938044934734""",keep,Legendary,0,Grenade Launcher,seasonpass,Energy,Arc,special,10,Lightweight Frame,,,Vault,false,false,false,6,20,,78,71,0,0,13,100,73,0,53,90,62,1,63,0,0,0,0,0,0,0,0,3,64,0,0,crafted,1,0,,,,Lightweight Frame*,Confined Launch*,Implosion Rounds*,Thresh*,Danger Zone*,Noble Deeds*,Kill Tracker,,,,,,,,,,,,,
Prosecutor,3483591058,"""6917530123581629621""",archive,Legendary,0,Auto Rifle,,Energy,Arc,primary,10,Precision Frame,Reload Speed,10,Vault,true,false,false,6,23,,69,34,29,72,16,0,0,0,49,450,55,32,46,0,0,0,0,0,0,0,0,10,60,0,0,false,0,0,,,,Precision Frame*,Smallbore*,Armor-Piercing Rounds*,Rewind Rounds*,Golden Tricorn*,Crossing Over*,Kill Tracker,Masterworked: Reload Speed*,,,,,,,,,,,,
Pure Recollection,1956186483,"""6917530141935261189""",archive,Legendary,4,Shotgun,crucible,Energy,Void,special,410,Heavy Burst,Stability,2,Vault,true,false,false,8,27,,56,42,70,71,12,0,0,0,66,62,67,12,58,0,0,0,0,0,0,0,0,4,50,0,0,false,0,0,suros,,,Heavy Burst*,Polygonal Rifling*,Smallbore,Ricochet Rounds*,Light Mag,Envious Arsenal*,Lone Wolf,Destabilizing Rounds*,Headseeker,Roar of Battle*,Suros Synergy,Kill Tracker,Tier 2: Stability*,,,,,,,
Pure Recollection,1956186483,"""6917530142812057851""",archive,Legendary,3,Shotgun,crucible,Energy,Void,special,414,Heavy Burst,Stability,1,Vault,true,false,false,8,27,,56,42,70,80,12,0,0,0,32,62,47,14,53,0,0,0,0,0,0,0,0,14,50,0,0,false,0,0,suros,,,Heavy Burst*,Full Bore*,Smallbore,Extended Mag*,Flared Magwell,Envious Arsenal*,High-Impact Reserves,Withering Gaze*,Bait and Switch,Roar of Battle*,Suros Synergy,Kill Tracker,Tier 1: Stability*,,,,,,,
Pure Recollection,1956186483,"""6917530143639921126""",archive,Legendary,4,Shotgun,crucible,Energy,Void,special,406,Heavy Burst,Stability,2,Vault,true,false,false,8,27,,86,42,70,65,12,0,0,0,43,62,49,14,70,0,0,0,0,0,0,0,0,14,40,0,0,false,0,0,suros,,,Heavy Burst*,Arrowhead Brake*,Hammer-Forged Rifling,Extended Mag*,High-Caliber Rounds,Under Pressure*,High-Impact Reserves,Tap the Trigger*,Closing Time,Roar of Battle*,Suros Synergy,Kill Tracker,Tier 2: Stability*,,,,,,,
Pure Recollection,1956186483,"""6917530144725183497""",archive,Legendary,4,Shotgun,crucible,Energy,Void,special,414,Heavy Burst,Reload Speed,3,Vault,true,false,false,8,27,,66,42,70,76,12,0,0,0,41,62,72,14,49,0,0,0,0,0,0,0,0,4,40,0,0,false,0,0,suros,,,Heavy Burst*,Extended Barrel*,Smallbore,Appended Mag*,Light Mag,Threat Detector*,High-Impact Reserves,Tap the Trigger*,Destabilizing Rounds,Roar of Battle*,Suros Synergy,Kill Tracker,Tier 3: Reload Speed*,,,,,,,
Pure Recollection,1956186483,"""6917530146608313188""",archive,Legendary,5,Shotgun,crucible,Energy,Void,special,443,Heavy Burst,Range,2,Vault,true,false,false,8,27,,86,42,70,74,12,0,0,0,41,62,67,12,70,0,0,0,0,0,0,0,0,4,40,0,0,false,0,0,suros,,,Heavy Burst*,Arrowhead Brake*,Full Bore,Armor-Piercing Rounds*,Ricochet Rounds,Dual Loader*,Envious Arsenal,Under Pressure,Closing Time*,Withering Gaze,Bait and Switch,Roar of Battle*,Suros Synergy,Kill Tracker,Tier 2: Range*,Achronal Pure Recollection*,Sparks Everlasting*,,,
Qua Nilus II,190747610,"""6917530139691311607""",archive,Legendary,3,Submachine Gun,edgeoffate,KineticSlot,Strand,primary,400,Adaptive Frame,Reload Speed,10,Vault,true,false,false,8,27,,100,47,20,52,14,0,0,0,73,900,47,41,53,0,0,0,0,0,0,0,0,38,50,0,0,false,0,22,cassoid,,,Adaptive Frame*,Arrowhead Brake,Chambered Compensator*,Extended Mag*,Steady Rounds,Dynamic Sway Reduction*,Transcendent Moment,Dragonfly*,Surrounded,Vanguard Determination,Wild Card*,Kill Tracker,Ballistics*,Masterworked: Reload Speed*,Superblack*,,,,,
Qua Nilus II,190747610,"""6917530139730568377""",archive,Legendary,3,Submachine Gun,edgeoffate,KineticSlot,Strand,primary,402,Adaptive Frame,Reload Speed,3,Vault,true,false,false,8,27,,91,47,20,58,14,0,0,0,59,900,57,37,60,0,0,0,0,0,0,0,0,28,50,0,0,false,0,0,cassoid,,,Adaptive Frame*,Corkscrew Rifling*,Polygonal Rifling,Accurized Rounds*,Extended Mag,Offhand Strike*,Transcendent Moment,Binary Orbit*,Surrounded,Vanguard Determination*,Wild Card,Kill Tracker,Tier 3: Reload Speed*,,,,,,,
Qua Vinctus IV,337893613,"""6917530182660391320""",archive,Legendary,5,Machine Gun,,Power,Strand,heavy,459,High-Impact Frame,Reload Speed,2,Vault,true,false,false,8,28,,89,32,70,60,16,0,0,0,26,360,44,48,45,0,0,0,0,0,0,0,0,14,38,0,0,false,0,0,cassoid,,,High-Impact Frame*,Arrowhead Brake*,Smallbore,Tactical Mag*,Flared Magwell,Hatchling*,Triple Tap,Demolitionist,Lone Wolf*,Tear,Meganeura,Roar of Battle*,Wild Card,Kill Tracker,Tier 2: Reload Speed*,Infamous Qua Vinctus IV*,Roguish Bolts*,,,
Qua Vinctus IV,337893613,"""6917530182660485424""",archive,Legendary,5,Machine Gun,,Power,Strand,heavy,459,High-Impact Frame,Stability,3,Vault,true,false,false,8,28,,69,32,70,71,16,0,0,0,29,360,42,48,24,0,0,0,0,0,0,0,0,14,38,0,0,false,0,0,cassoid,,,High-Impact Frame*,Extended Barrel*,Polygonal Rifling,Tactical Mag*,Extended Mag,Built to Blast*,Hatchling,Demolitionist,Lone Wolf*,Tear,Meganeura,Roar of Battle*,Wild Card,Kill Tracker,Tier 3: Stability*,Infamous Qua Vinctus IV*,Roguish Bolts*,,,
Ragnhild-D,4225322581,"""6917529774686952578""",keep,Legendary,0,Shotgun,engram,KineticSlot,Kinetic,special,10,Aggressive Frame,,,Vault,false,false,false,5,16,,64,38,80,35,12,0,0,0,36,55,13,6,30,0,0,0,0,0,0,0,0,13,37,0,0,crafted,2,102,hakke,,,Aggressive Frame*,Smallbore*,Extended Mag*,Dual Loader*,Thresh*,Häkke Breach Armaments*,Kill Tracker,,,,,,,,,,,,,
Randy's Throwing Knife,3292795429,"""6917530015695583533""",archive,Legendary,0,Scout Rifle,crucible,KineticSlot,Kinetic,primary,10,Rapid-Fire Frame,Range,3,Vault,true,false,false,6,21,,59,63,45,38,20,0,0,0,56,260,28,16,20,0,0,0,0,0,0,0,0,10,48,0,0,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake,Smallbore*,Alloy Magazine,Ricochet Rounds*,Gutshot Straight*,Under-Over,Kill Clip*,Cascade Point,One Quiet Moment*,Kill Tracker,Tier 3: Range*,,,,,,,,
Randy's Throwing Knife,4176824345,"""6917530182660390761""",archive,Legendary,5,Scout Rifle,,KineticSlot,Kinetic,primary,459,Rapid-Fire Frame,Reload Speed,2,Vault,true,false,false,8,28,,59,63,45,23,20,0,0,0,45,260,30,16,36,0,0,0,0,0,0,0,0,10,48,0,0,false,0,0,,,,Rapid-Fire Frame*,Fluted Barrel*,Hammer-Forged Rifling,Alloy Magazine*,Ricochet Rounds,Under-Over*,Lone Wolf,Eye of the Storm,Kill Clip*,Rampage,Cascade Point,Roar of Battle*,Kill Tracker,Tier 2: Reload Speed*,Triumphant Pulse*,,,,,
Randy's Throwing Knife,4176824345,"""6917530182660491273""",archive,Legendary,5,Scout Rifle,,KineticSlot,Kinetic,primary,459,Rapid-Fire Frame,Handling,5,Vault,true,false,false,8,28,,69,63,45,30,20,0,0,0,50,260,28,16,21,0,0,0,0,0,0,0,0,10,48,0,0,false,0,0,,,,Rapid-Fire Frame*,Chambered Compensator*,Extended Barrel,Armor-Piercing Rounds*,Flared Magwell,Rapid Hit*,Zen Moment,Keep Away,Kill Clip*,Box Breathing,Cascade Point,Roar of Battle*,Kill Tracker,Tier 5: Handling*,Triumphant Pulse*,,,,,
Recurrent Impact,1572896086,"""6917529937622731622""",keep,Legendary,0,Machine Gun,psiops,Power,Stasis,heavy,10,Rapid-Fire Frame,,,Hunter(10),false,true,false,5,16,,53,67,25,22,17,0,0,0,62,900,62,78,50,0,0,0,0,0,0,0,0,17,43,0,0,crafted,2,109,,,,Rapid-Fire Frame*,Polygonal Rifling*,Steady Rounds*,Genesis*,Tap the Trigger*,Land Tank*,Kill Tracker,,,,,,,,,,,,,
Regnant,268260372,"""6917529938127851578""",keep,Legendary,0,Grenade Launcher,seasonpass,Power,Void,heavy,10,Adaptive Frame,,,Vault,false,false,false,6,20,,74,61,0,0,13,60,18,0,52,120,19,7,40,0,0,0,0,0,0,0,0,14,34,0,0,crafted,14,665,,,,Adaptive Frame*,Confined Launch*,Augmented Drum*,Rangefinder*,Cascade Point*,Noble Deeds*,Kill Tracker,,,,,,,,,,,,,
Relentless,435821041,"""6917530016266384819""",archive,Legendary,0,Pulse Rifle,,KineticSlot,Strand,primary,10,High-Impact Frame,Range,4,Vault,true,false,false,6,23,,65,39,33,69,18,0,0,0,64,340,36,27,29,0,0,0,0,0,0,0,0,10,40,0,0,false,0,0,,,,High-Impact Frame*,Corkscrew Rifling*,Polygonal Rifling,Ricochet Rounds*,Flared Magwell,Rapid Hit*,Zen Moment*,Crossing Over*,Kill Tracker,Tier 4: Range*,,,,,,,,,,
Retraced Path,548958835,"""6917529865676598659""",keep,Legendary,0,Trace Rifle,30th,Energy,Solar,special,10,Adaptive Frame,Handling,10,Vault,false,false,false,4,15,,100,100,6,66,16,0,0,0,77,1000,47,100,66,0,0,0,0,0,0,0,0,10,47,0,0,crafted,23,1643,,,,Adaptive Frame*,Arrowhead Brake*,Enhanced Battery*,Subsistence*,Incandescent*,Hot Swap*,Kill Tracker,Gambit Chrome*,,,,,,,,,,,,
Retraced Path,548958835,"""6917529937608599808""",keep,Legendary,0,Trace Rifle,30th,Energy,Solar,special,10,Adaptive Frame,,,Vault,false,false,false,4,15,,94,100,6,64,16,0,0,0,85,1000,45,100,46,0,0,0,0,0,0,0,0,10,47,0,0,crafted,1,18,,,,Adaptive Frame*,Polygonal Rifling*,Enhanced Battery*,Killing Wind*,Demolitionist*,Hot Swap*,Kill Tracker,,,,,,,,,,,,,
Retrofit Escapade,3103325054,"""6917529858089540354""",keep,Legendary,0,Machine Gun,seasonpass,Power,Void,heavy,10,Rapid-Fire Frame,,,Vault,false,false,false,5,19,,65,70,25,28,16,0,0,0,59,900,67,77,46,0,0,0,0,0,0,0,0,19,29,0,0,crafted,5,114,suros,,,Rapid-Fire Frame*,Extended Barrel*,Steady Rounds*,Zen Moment*,Frenzy*,Ambush*,Suros Synergy,Kill Tracker,,,,,,,,,,,,
Returned Memory,4049127142,"""6917530139323337877""",archive,Legendary,3,Sidearm,crucible,Energy,Solar,special,392,Micro-Missile Frame,Velocity,4,Vault,true,false,false,8,27,,94,85,0,0,13,45,58,0,67,100,42,12,44,0,0,0,0,0,0,0,0,12,40,0,0,false,0,0,,,,Micro-Missile Frame*,Confined Launch*,Hard Launch,Alloy Magazine,High-Velocity Rounds*,Beacon Rounds,Heal Clip*,Desperate Measures*,Redirection,Roar of Battle,Wild Card*,Tenacity,Kill Tracker,Tier 4: Velocity*,,,,,,
Returned Memory,4049127142,"""6917530143410582209""",archive,Legendary,4,Sidearm,crucible,Energy,Solar,special,416,Micro-Missile Frame,Velocity,3,Vault,true,false,false,8,27,,100,85,0,0,13,35,57,0,69,100,48,12,55,0,0,0,0,0,0,0,0,12,40,0,0,false,0,0,,,,Micro-Missile Frame*,Countermass*,Linear Compensator,Flared Magwell*,High-Velocity Rounds,Impromptu Ammunition*,Lead from Gold,Incandescent*,Redirection,Roar of Battle*,Wild Card,Tenacity,Kill Tracker,Tier 3: Velocity*,,,,,,
Returned Memory,4049127142,"""6917530143412254360""",archive,Legendary,3,Sidearm,crucible,Energy,Solar,special,416,Micro-Missile Frame,Handling,4,Vault,true,false,false,8,27,,94,85,0,0,13,45,44,0,72,100,42,12,48,0,0,0,0,0,0,0,0,12,40,0,0,false,0,0,,,,Micro-Missile Frame*,Confined Launch*,Linear Compensator,Tactical Mag*,Extended Mag,Beacon Rounds*,Lead from Gold,Desperate Measures*,Incandescent,Roar of Battle*,Wild Card,Tenacity,Kill Tracker,Tier 4: Handling*,,,,,,
Returned Memory,4049127142,"""6917530145332685391""",archive,Legendary,4,Sidearm,crucible,Energy,Solar,special,425,Micro-Missile Frame,Handling,1,Vault,true,false,false,8,27,,94,85,0,0,13,30,70,0,49,100,48,12,45,0,0,0,0,0,0,0,0,12,40,0,0,false,0,0,,,,Micro-Missile Frame*,Hard Launch*,Smart Drift Control,Flared Magwell*,High-Explosive Ordnance,Heal Clip*,Lead from Gold,Incandescent*,Redirection,Roar of Battle*,Wild Card,Tenacity,Kill Tracker,Tier 1: Handling*,,,,,,
Returned Memory,4049127142,"""6917530146447801230""",archive,Legendary,5,Sidearm,crucible,Energy,Solar,special,452,Micro-Missile Frame,Reload Speed,5,Vault,true,false,false,8,27,,100,85,0,0,13,35,71,0,63,100,48,15,54,0,0,0,0,0,0,0,0,12,40,0,0,false,0,95,,,,Micro-Missile Frame*,Hard Launch,Smart Drift Control*,Appended Mag,High-Velocity Rounds*,Impromptu Ammunition,Heal Clip*,Blast Distributor,Adagio,Incandescent*,One for All,Roar of Battle*,Wild Card,Tenacity,Kill Tracker,Backup Mag*,Tier 5: Reload Speed*,Achronal Returned Memory*,Sparks Everlasting*,
Returned Memory,4049127142,"""6917530147200898246""",archive,Legendary,5,Sidearm,crucible,Energy,Solar,special,467,Micro-Missile Frame,Reload Speed,3,Vault,true,false,false,8,27,,94,85,0,0,13,46,45,0,73,100,46,12,44,0,0,0,0,0,0,0,0,12,40,0,0,false,0,0,,,,Micro-Missile Frame*,Confined Launch*,Linear Compensator,Tactical Mag*,High-Explosive Ordnance,Beacon Rounds*,Heal Clip,Lead from Gold,Desperate Measures*,Incandescent,One for All,Roar of Battle*,Wild Card,Tenacity,Kill Tracker,Tier 3: Reload Speed*,Achronal Returned Memory*,Sparks Everlasting*,,
Revision Zero,1473821207,"""6917529858437317506""",keep,Exotic,0,Pulse Rifle,rasputin,KineticSlot,Kinetic,primary,10,Hunter's Trace IV,"Stability, Handling, Range, Aim Assistance, Airborne Effectiveness, Recoil Direction, Magazine, Reload Speed",10,Vault,false,false,false,5,19,,85,50,35,81,18,0,0,0,90,450,43,40,45,0,0,0,0,0,0,0,0,25,58,0,0,crafted,12,1504,hakke,,,Hunter's Trace IV*,Corkscrew Rifling*,Ricochet Rounds*,Vorpal Weapon*,Composite Stock*,Häkke Light Burst Fire*,Häkke Heavy Burst Fire,Kill Tracker,4-Timer Refit*,Version: Prime*,,,,,,,,,,
Ribbontail,3576134513,"""6917530146596737938""",archive,Legendary,5,Trace Rifle,,KineticSlot,Strand,special,442,Adaptive Frame,Reload Speed,4,Vault,true,false,false,8,27,,100,100,6,71,16,0,0,0,85,1000,50,103,44,0,0,0,0,0,0,0,0,10,48,0,0,false,0,0,omolon,,,Adaptive Frame*,Extended Barrel*,Fluted Barrel,Enhanced Battery*,Light Battery,Subsistence*,Threat Detector,Proximity Power,Surrounded*,Tear,Redirection,Tenacity*,Omolon Fluid Dynamics,Kill Tracker,Tier 4: Reload Speed*,Achronal Ribbontail*,Sparks Everlasting*,,,
Ribbontail,407150809,"""6917530147107884702""",archive,Legendary,3,Trace Rifle,,KineticSlot,Strand,special,463,Adaptive Frame,Handling,10,Vault,true,false,true,8,27,,100,100,6,68,16,0,0,0,93,1000,57,97,81,0,0,0,0,0,0,0,0,10,48,0,0,false,0,0,omolon,,,Adaptive Frame*,Corkscrew Rifling*,Light Battery*,Proximity Power*,Surrounded*,Tenacity*,Omolon Fluid Dynamics,Kill Tracker,Masterworked: Handling*,,,,,,,,,,,
Ribbontail,3576134513,"""6917530147140586749""",archive,Legendary,5,Trace Rifle,,KineticSlot,Strand,special,453,Adaptive Frame,Reload Speed,3,Vault,true,false,false,8,27,,100,100,6,60,16,0,0,0,96,1000,29,104,49,0,0,0,0,0,0,0,0,10,48,0,0,false,0,0,omolon,,,Adaptive Frame*,Chambered Compensator*,Smallbore,Ionized Battery*,Tactical Battery,Transcendent Moment*,Subsistence,Threat Detector,Detonator Beam*,Binary Orbit,Redirection,Tenacity*,Omolon Fluid Dynamics,Kill Tracker,Tier 3: Reload Speed*,Achronal Ribbontail*,Sparks Everlasting*,,,
Riptide,2715240478,"""6917529810047026956""",archive,Legendary,0,Fusion Rifle,crucible,KineticSlot,Stasis,special,10,Rapid-Fire Frame,Reload Speed,10,Vault,true,false,false,5,17,,53,31,60,26,15,0,0,0,36,0,55,7,55,533,0,0,0,0,0,0,0,3,46,0,0,false,0,170,,,,Rapid-Fire Frame*,Corkscrew Rifling*,Fluted Barrel,Ionized Battery,Liquid Coils*,Auto-Loading Holster*,Lead from Gold,Chill Clip*,One Quiet Moment*,Kill Tracker,Masterworked: Reload Speed*,Shadow Gilt*,,,,,,,,
Roar of the Bear,4009352833,"""6917529860604532496""",archive,Legendary,0,Rocket Launcher,,Power,Solar,heavy,10,High-Impact Frame,Reload Speed,1,Vault,true,false,false,5,18,,75,71,0,0,20,80,47,0,82,15,35,1,75,0,0,0,0,0,0,0,0,7,38,0,0,false,0,0,,,,High-Impact Frame*,Countermass*,Quick Launch,Implosion Rounds*,Impact Casing,Tracking Module*,Vorpal Weapon*,Skulking Wolf*,Kill Tracker,Tier 1: Reload Speed*,,,,,,,,,,
Romantic Death,4169082039,"""6917530145379606566""",archive,Legendary,4,Grenade Launcher,reclaim,Energy,Void,special,427,Wave Frame,Velocity,2,Vault,true,false,false,8,27,,47,71,0,0,13,61,77,0,38,72,77,1,65,0,0,0,0,0,0,0,0,3,61,0,0,false,0,0,,,,Wave Frame*,Confined Launch*,Hard Launch,High-Velocity Rounds*,Implosion Rounds,Repulsor Brace*,Feeding Frenzy,Surrounded*,One for All,Tenacity*,Kill Tracker,Tier 2: Velocity*,,,,,,,,
Romantic Death,2979965247,"""6917530145379608261""",archive,Legendary,3,Grenade Launcher,,Energy,Void,special,430,Wave Frame,Handling,10,Vault,true,false,true,8,27,,62,71,0,0,13,53,91,0,36,72,79,1,88,0,0,0,0,0,0,0,0,3,61,0,0,false,0,0,,,,Wave Frame*,Smart Drift Control*,High-Velocity Rounds*,Reverberation*,One for All*,Tenacity*,Kill Tracker,Masterworked: Handling*,,,,,,,,,,,,
Romantic Death,4169082039,"""6917530145391218721""",archive,Legendary,4,Grenade Launcher,reclaim,Energy,Void,special,429,Wave Frame,Handling,3,Vault,true,false,false,8,27,,47,71,0,0,13,66,80,0,23,72,77,1,63,0,0,0,0,0,0,0,0,3,61,0,0,false,0,0,,,,Wave Frame*,Volatile Launch*,Confined Launch,High-Velocity Rounds*,Implosion Rounds,Reverberation*,Stats for All,Aggregate Charge*,Chain Reaction,Tenacity*,Kill Tracker,Tier 3: Handling*,,,,,,,,
Rose,882778888,"""6917529844484342336""",archive,Legendary,0,Hand Cannon,crucible,KineticSlot,Kinetic,primary,10,Lightweight Frame,Stability,3,Vault,true,false,false,5,19,,95,85,84,53,14,0,0,0,58,140,55,11,50,0,0,0,0,0,0,0,0,20,58,0,0,false,0,45,,,,Lightweight Frame*,Extended Barrel,Hammer-Forged Rifling*,Extended Mag,Alloy Magazine*,Perpetual Motion*,Eye of the Storm*,Heavy Grip*,Smooth Grip,Kill Tracker,Tier 3: Stability*,,,,,,,,,
Rose,882778888,"""6917530123588959757""",archive,Legendary,0,Hand Cannon,crucible,KineticSlot,Kinetic,primary,10,Lightweight Frame,Handling,10,Vault,true,false,false,5,19,,95,85,84,61,14,0,0,0,63,140,62,11,90,0,0,0,0,0,0,0,0,20,58,0,0,crafted,21,59,,,,Lightweight Frame*,Fluted Barrel*,Accurized Rounds*,Slideshot*,Explosive Payload*,Smooth Grip*,Kill Tracker,Ballistics*,Trials Memento*,Primer*,,,,,,,,,,
